DeliveryID,OrderID,DeliveryPartnerName,PickupTime,DeliveryEndTime,DistanceTraveled
12208,8208,Divya Rao,09:03.4,22:03.4,8.12
12209,8209,Rohit Sharma,12:03.4,20:03.4,3.06
12210,8210,Rohit Sharma,24:03.4,42:03.4,2.2
12211,8211,Rahul Jain,04:03.4,22:03.4,2.7
12212,8212,Divya Rao,09:03.4,22:03.4,9.57
12213,8213,Rahul Jain,57:03.4,20:03.4,6.32
12214,8214,Vikram Verma,35:03.4,48:03.4,6.85
12215,8215,Simran Kaur,48:03.4,01:03.4,1.8
12216,8216,Karan Mehta,32:03.4,42:03.4,7.09
12217,8217,Divya Rao,11:03.4,29:03.4,9.72
12218,8218,Rohit Sharma,27:03.4,50:03.4,8.5
12219,8219,Karan Mehta,27:03.4,40:03.4,4.33
12220,8220,Arjun Nair,10:03.4,20:03.4,8.3
12221,8221,Rahul Jain,55:03.4,08:03.4,5.36
12222,8222,Vikram Verma,00:03.4,23:03.4,4.98
12223,8223,Rohit Sharma,25:03.4,48:03.4,9.71
12224,8224,Arjun Nair,45:03.4,53:03.4,5.02
12225,8225,Divya Rao,52:03.4,10:03.4,2.1
12226,8226,Arjun Nair,18:03.4,28:03.4,7.66
12227,8227,Amit Singh,23:03.4,36:03.4,4.19
12228,8228,Vikram Verma,27:03.4,50:03.4,8.8
12229,8229,Rohit Sharma,58:03.4,21:03.4,8.95
12230,8230,Arjun Nair,24:03.4,47:03.4,7.22
12231,8231,Arjun Nair,02:03.4,25:03.4,9.48
12232,8232,Amit Singh,46:03.4,09:03.4,5.04
12233,8233,Simran Kaur,42:03.4,52:03.4,4.35
12234,8234,Priya Das,40:03.4,53:03.4,4.8
12235,8235,Priya Das,25:03.4,33:03.4,5.07
12236,8236,Simran Kaur,52:03.4,05:03.4,8.28
12237,8237,Arjun Nair,12:03.4,30:03.4,9.83
12238,8238,Simran Kaur,19:03.4,27:03.4,7.03
12239,8239,Rahul Jain,25:03.4,38:03.4,8.82
12240,8240,Divya Rao,31:03.4,39:03.4,5.68
12241,8241,Vikram Verma,33:03.4,46:03.4,6.66
12242,8242,Rahul Jain,41:03.4,51:03.4,6.96
12243,8243,Rohit Sharma,28:03.4,46:03.4,6.25
12244,8244,Rahul Jain,41:03.4,54:03.4,6.14
12245,8245,Simran Kaur,11:03.4,24:03.4,6.3
12246,8246,Simran Kaur,09:03.4,32:03.4,3.89
12247,8247,Arjun Nair,35:03.4,45:03.4,3.79
12248,8248,Sneha Patil,12:03.4,30:03.4,6.16
12249,8249,Karan Mehta,29:03.4,39:03.4,7.92
12250,8250,Divya Rao,03:03.4,16:03.4,1.7
12251,8251,Arjun Nair,57:03.4,05:03.4,6.86
12252,8252,Priya Das,19:03.4,37:03.4,9.82
12253,8253,Rahul Jain,59:03.4,17:03.4,9.22
12254,8254,Priya Das,25:03.4,35:03.4,3.09
12255,8255,Rahul Jain,31:03.4,39:03.4,7.08
12256,8256,Amit Singh,23:03.4,33:03.4,9.28
12257,8257,Vikram Verma,02:03.4,12:03.4,8.96
12258,8258,Simran Kaur,27:03.4,45:03.4,9.29
12259,8259,Arjun Nair,37:03.4,47:03.4,3.3
12260,8260,Rahul Jain,05:03.4,15:03.4,7.59
12261,8261,Karan Mehta,12:03.4,25:03.4,9.72
12262,8262,Priya Das,43:03.4,06:03.4,9.14
12263,8263,Priya Das,57:03.4,15:03.4,5.69
12264,8264,Arjun Nair,34:03.4,52:03.4,5.27
12265,8265,Divya Rao,17:03.4,35:03.4,2.96
12266,8266,Divya Rao,44:03.4,52:03.4,2.88
12267,8267,Arjun Nair,20:03.4,38:03.4,4.33
12268,8268,Divya Rao,21:03.4,44:03.4,5.86
12269,8269,Vikram Verma,48:03.4,58:03.4,7.74
12270,8270,Priya Das,25:03.4,48:03.4,4.54
12271,8271,Vikram Verma,02:03.4,12:03.4,3.33
12272,8272,Amit Singh,36:03.4,44:03.4,8.69
12273,8273,Karan Mehta,15:03.4,38:03.4,6.48
12274,8274,Karan Mehta,12:03.4,30:03.4,7.94
12275,8275,Karan Mehta,10:03.4,20:03.4,9.42
12276,8276,Vikram Verma,41:03.4,49:03.4,2.82
12277,8277,Rohit Sharma,34:03.4,42:03.4,6.75
12278,8278,Sneha Patil,18:03.4,36:03.4,9.73
12279,8279,Karan Mehta,30:03.4,53:03.4,7.52
12280,8280,Amit Singh,50:03.4,00:03.4,3
12281,8281,Arjun Nair,50:03.4,03:03.4,7.69
12282,8282,Amit Singh,05:03.4,28:03.4,7.75
12283,8283,Divya Rao,08:03.4,18:03.4,1.95
12284,8284,Karan Mehta,14:03.4,37:03.4,7.58
12285,8285,Priya Das,25:03.4,43:03.4,9.99
12286,8286,Rahul Jain,18:03.4,36:03.4,6.8
12287,8287,Amit Singh,51:03.4,01:03.4,3.6
12288,8288,Amit Singh,08:03.4,16:03.4,6.37
12289,8289,Rohit Sharma,06:03.4,14:03.4,6.18
12290,8290,Amit Singh,21:03.4,29:03.4,8.14
12291,8291,Priya Das,40:03.4,50:03.4,2.89
12292,8292,Amit Singh,57:03.4,05:03.4,1.54
12293,8293,Sneha Patil,20:03.4,43:03.4,1.95
12294,8294,Divya Rao,20:03.4,38:03.4,8.66
12295,8295,Vikram Verma,10:03.4,20:03.4,9.84
12296,8296,Divya Rao,53:03.4,11:03.4,2.28
12297,8297,Divya Rao,12:03.4,25:03.4,7.82
12298,8298,Divya Rao,49:03.4,12:03.4,5.79
12299,8299,Amit Singh,46:03.4,59:03.4,3.5
12300,8300,Simran Kaur,49:03.4,57:03.4,9.71
12301,8301,Arjun Nair,18:03.4,36:03.4,5.48
12302,8302,Arjun Nair,19:03.4,32:03.4,7.07
12303,8303,Rohit Sharma,47:03.4,55:03.4,7.77
12304,8304,Priya Das,02:03.4,25:03.4,2.08
12305,8305,Rohit Sharma,15:03.4,38:03.4,5.96
12306,8306,Divya Rao,08:03.4,26:03.4,8.54
12307,8307,Rahul Jain,41:03.4,59:03.4,7.56
12308,8308,Vikram Verma,34:03.4,52:03.4,7.39
12309,8309,Vikram Verma,13:03.4,21:03.4,3.35
12310,8310,Rahul Jain,03:03.4,16:03.4,8.22
12311,8311,Amit Singh,48:03.4,56:03.4,2.65
12312,8312,Divya Rao,37:03.4,45:03.4,5.07
12313,8313,Rohit Sharma,27:03.4,37:03.4,4.89
12314,8314,Sneha Patil,24:03.4,32:03.4,9.22
12315,8315,Vikram Verma,08:03.4,26:03.4,6.68
12316,8316,Karan Mehta,18:03.4,26:03.4,8.73
12317,8317,Simran Kaur,00:03.4,13:03.4,8.88
12318,8318,Sneha Patil,51:03.4,01:03.4,9.51
12319,8319,Arjun Nair,24:03.4,32:03.4,9.19
12320,8320,Vikram Verma,41:03.4,51:03.4,9.05
12321,8321,Rohit Sharma,56:03.4,09:03.4,2.47
12322,8322,Amit Singh,18:03.4,28:03.4,4.67
12323,8323,Vikram Verma,13:03.4,23:03.4,4.22
12324,8324,Simran Kaur,17:03.4,25:03.4,6.89
12325,8325,Rohit Sharma,39:03.4,49:03.4,5.45
12326,8326,Amit Singh,10:03.4,28:03.4,2.5
12327,8327,Arjun Nair,41:03.4,59:03.4,3.9
12328,8328,Vikram Verma,53:03.4,01:03.4,6.41
12329,8329,Amit Singh,56:03.4,19:03.4,6.92
12330,8330,Sneha Patil,22:03.4,45:03.4,6.54
12331,8331,Vikram Verma,12:03.4,25:03.4,4.27
12332,8332,Priya Das,17:03.4,40:03.4,5.86
12333,8333,Rahul Jain,55:03.4,08:03.4,8.39
12334,8334,Arjun Nair,11:03.4,24:03.4,5.05
12335,8335,Divya Rao,50:03.4,00:03.4,3.3
12336,8336,Priya Das,45:03.4,55:03.4,6.75
12337,8337,Rahul Jain,47:03.4,57:03.4,6.04
12338,8338,Rahul Jain,07:03.4,20:03.4,1.81
12339,8339,Vikram Verma,48:03.4,11:03.4,4.71
12340,8340,Simran Kaur,22:03.4,30:03.4,3.01
12341,8341,Amit Singh,47:03.4,10:03.4,1.71
12342,8342,Amit Singh,50:03.4,00:03.4,5.82
12343,8343,Rahul Jain,59:03.4,12:03.4,5.43
12344,8344,Rohit Sharma,06:03.4,14:03.4,7.52
12345,8345,Rahul Jain,00:03.4,18:03.4,8.28
12346,8346,Rohit Sharma,49:03.4,59:03.4,5.54
12347,8347,Rohit Sharma,57:03.4,05:03.4,3.11
12348,8348,Arjun Nair,37:03.4,45:03.4,8.14
12349,8349,Arjun Nair,51:03.4,14:03.4,6.53
12350,8350,Divya Rao,55:03.4,05:03.4,7.5
12351,8351,Sneha Patil,52:03.4,10:03.4,4.86
12352,8352,Rohit Sharma,25:03.4,43:03.4,8.23
12353,8353,Rohit Sharma,24:03.4,37:03.4,8.04
12354,8354,Sneha Patil,26:03.4,39:03.4,9.65
12355,8355,Simran Kaur,26:03.4,44:03.4,1.63
12356,8356,Arjun Nair,25:03.4,48:03.4,6.89
12357,8357,Rohit Sharma,32:03.4,42:03.4,8.64
12358,8358,Amit Singh,09:03.4,22:03.4,2.44
12359,8359,Priya Das,51:03.4,01:03.4,9.39
12360,8360,Divya Rao,17:03.4,27:03.4,9.04
12361,8361,Vikram Verma,49:03.4,07:03.4,5.87
12362,8362,Rahul Jain,15:03.4,25:03.4,7.73
12363,8363,Priya Das,48:03.4,56:03.4,1.82
12364,8364,Simran Kaur,11:03.4,29:03.4,7.4
12365,8365,Vikram Verma,00:03.4,18:03.4,7.02
12366,8366,Divya Rao,08:03.4,16:03.4,4.84
12367,8367,Amit Singh,20:03.4,30:03.4,7.23
12368,8368,Vikram Verma,06:03.4,19:03.4,5.21
12369,8369,Amit Singh,05:03.4,18:03.4,3.36
12370,8370,Vikram Verma,24:03.4,34:03.4,6.78
12371,8371,Karan Mehta,06:03.4,14:03.4,9.5
12372,8372,Arjun Nair,41:03.4,49:03.4,5.89
12373,8373,Rahul Jain,38:03.4,51:03.4,7.82
12374,8374,Karan Mehta,24:03.4,42:03.4,3.89
12375,8375,Simran Kaur,07:03.4,30:03.4,7.39
12376,8376,Karan Mehta,41:03.4,59:03.4,4.03
12377,8377,Priya Das,28:03.4,46:03.4,6.01
12378,8378,Amit Singh,56:03.4,06:03.4,5.65
12379,8379,Rohit Sharma,54:03.4,17:03.4,6.35
12380,8380,Sneha Patil,24:03.4,47:03.4,7.83
12381,8381,Amit Singh,10:03.4,18:03.4,3.59
12382,8382,Vikram Verma,50:03.4,13:03.4,2.94
12383,8383,Vikram Verma,02:03.4,15:03.4,4.01
12384,8384,Karan Mehta,35:03.4,43:03.4,5.67
12385,8385,Sneha Patil,43:03.4,06:03.4,7.53
12386,8386,Vikram Verma,32:03.4,55:03.4,7.21
12387,8387,Sneha Patil,52:03.4,15:03.4,8.88
12388,8388,Vikram Verma,45:03.4,55:03.4,7.14
12389,8389,Amit Singh,51:03.4,01:03.4,2.44
12390,8390,Priya Das,10:03.4,23:03.4,5.49
12391,8391,Priya Das,58:03.4,11:03.4,3.49
12392,8392,Rohit Sharma,59:03.4,17:03.4,4.47
12393,8393,Priya Das,41:03.4,51:03.4,4.24
12394,8394,Priya Das,19:03.4,42:03.4,3.43
12395,8395,Karan Mehta,01:03.4,24:03.4,7.43
12396,8396,Karan Mehta,21:03.4,44:03.4,1.73
12397,8397,Amit Singh,11:03.4,24:03.4,3.82
12398,8398,Simran Kaur,10:03.4,33:03.4,7.48
12399,8399,Divya Rao,45:03.4,58:03.4,2.79
12400,8400,Vikram Verma,09:03.4,17:03.4,5.7
12401,8401,Arjun Nair,12:03.4,35:03.4,7.2
12402,8402,Vikram Verma,45:03.4,58:03.4,2.44
12403,8403,Simran Kaur,07:03.4,25:03.4,6.57
12404,8404,Priya Das,29:03.4,37:03.4,4.61
12405,8405,Simran Kaur,14:03.4,24:03.4,8.49
12406,8406,Divya Rao,30:03.4,38:03.4,4.94
12407,8407,Rahul Jain,03:03.4,16:03.4,6.27
12408,8408,Simran Kaur,15:03.4,25:03.4,4.38
12409,8409,Divya Rao,47:03.4,10:03.4,3.74
12410,8410,Sneha Patil,26:03.4,39:03.4,6.12
12411,8411,Sneha Patil,09:03.4,17:03.4,9.93
12412,8412,Amit Singh,23:03.4,31:03.4,3.99
12413,8413,Arjun Nair,54:03.4,17:03.4,5.01
12414,8414,Sneha Patil,59:03.4,12:03.4,3.78
12415,8415,Simran Kaur,20:03.4,38:03.4,2.26
12416,8416,Simran Kaur,28:03.4,41:03.4,6.79
12417,8417,Vikram Verma,36:03.4,46:03.4,5.54
12418,8418,Divya Rao,30:03.4,40:03.4,7.39
12419,8419,Sneha Patil,41:03.4,59:03.4,6.1
12420,8420,Simran Kaur,41:03.4,49:03.4,3.45
12421,8421,Vikram Verma,33:03.4,41:03.4,8.71
12422,8422,Rohit Sharma,32:03.4,45:03.4,3.23
12423,8423,Vikram Verma,00:03.4,18:03.4,6.85
12424,8424,Arjun Nair,44:03.4,57:03.4,3
12425,8425,Arjun Nair,51:03.4,04:03.4,7.5
12426,8426,Karan Mehta,00:03.4,23:03.4,5.12
12427,8427,Vikram Verma,08:03.4,18:03.4,4.63
12428,8428,Rohit Sharma,09:03.4,27:03.4,7.88
12429,8429,Divya Rao,09:03.4,19:03.4,2.08
12430,8430,Simran Kaur,22:03.4,35:03.4,5.99
12431,8431,Arjun Nair,46:03.4,56:03.4,5.72
12432,8432,Karan Mehta,04:03.4,27:03.4,6.02
12433,8433,Priya Das,21:03.4,34:03.4,2.4
12434,8434,Amit Singh,18:03.4,36:03.4,7.92
12435,8435,Vikram Verma,38:03.4,46:03.4,8.04
12436,8436,Karan Mehta,25:03.4,48:03.4,7.16
12437,8437,Karan Mehta,16:03.4,29:03.4,2.98
12438,8438,Divya Rao,44:03.4,52:03.4,6.2
12439,8439,Sneha Patil,29:03.4,37:03.4,2.66
12440,8440,Simran Kaur,48:03.4,58:03.4,4.86
12441,8441,Karan Mehta,30:03.4,43:03.4,5.04
12442,8442,Vikram Verma,16:03.4,39:03.4,9.37
12443,8443,Priya Das,03:03.4,13:03.4,5.49
12444,8444,Sneha Patil,08:03.4,31:03.4,3.24
12445,8445,Divya Rao,04:03.4,14:03.4,3.98
12446,8446,Amit Singh,38:03.4,56:03.4,5.57
12447,8447,Priya Das,11:03.4,21:03.4,5.34
12448,8448,Karan Mehta,32:03.4,55:03.4,5.09
12449,8449,Vikram Verma,33:03.4,43:03.4,4.26
12450,8450,Divya Rao,13:03.4,36:03.4,5.71
12451,8451,Sneha Patil,27:03.4,35:03.4,9.79
12452,8452,Rahul Jain,42:03.4,52:03.4,8.05
12453,8453,Vikram Verma,24:03.4,32:03.4,9.07
12454,8454,Karan Mehta,17:03.4,30:03.4,5.45
12455,8455,Divya Rao,22:03.4,40:03.4,2.46
12456,8456,Divya Rao,31:03.4,44:03.4,6.8
12457,8457,Divya Rao,08:03.4,18:03.4,8.24
12458,8458,Arjun Nair,39:03.4,47:03.4,3.51
12459,8459,Amit Singh,37:03.4,00:03.4,7.99
12460,8460,Rohit Sharma,14:03.4,27:03.4,5.19
12461,8461,Vikram Verma,46:03.4,04:03.4,4.65
12462,8462,Rahul Jain,41:03.4,54:03.4,5.28
12463,8463,Karan Mehta,07:03.4,17:03.4,2.68
12464,8464,Amit Singh,29:03.4,42:03.4,4.4
12465,8465,Rahul Jain,07:03.4,20:03.4,8.38
12466,8466,Priya Das,59:03.4,17:03.4,1.82
12467,8467,Amit Singh,54:03.4,12:03.4,3.66
12468,8468,Karan Mehta,05:03.4,23:03.4,6.3
12469,8469,Arjun Nair,30:03.4,43:03.4,9.97
12470,8470,Divya Rao,11:03.4,34:03.4,7.31
12471,8471,Arjun Nair,57:03.4,05:03.4,8.04
12472,8472,Arjun Nair,16:03.4,29:03.4,8.14
12473,8473,Rahul Jain,51:03.4,04:03.4,9.89
12474,8474,Simran Kaur,08:03.4,18:03.4,7.2
12475,8475,Karan Mehta,00:03.4,08:03.4,6.49
12476,8476,Amit Singh,02:03.4,15:03.4,1.78
12477,8477,Amit Singh,42:03.4,55:03.4,2.14
12478,8478,Sneha Patil,04:03.4,17:03.4,4.3
12479,8479,Rahul Jain,21:03.4,34:03.4,3.59
12480,8480,Rohit Sharma,46:03.4,09:03.4,7.21
12481,8481,Priya Das,07:03.4,30:03.4,6.26
12482,8482,Priya Das,07:03.4,20:03.4,6.66
12483,8483,Arjun Nair,21:03.4,29:03.4,9.08
12484,8484,Rohit Sharma,47:03.4,57:03.4,7.49
12485,8485,Sneha Patil,03:03.4,26:03.4,2.52
12486,8486,Karan Mehta,15:03.4,38:03.4,8.71
12487,8487,Vikram Verma,20:03.4,33:03.4,3.72
12488,8488,Divya Rao,13:03.4,31:03.4,9.98
12489,8489,Rohit Sharma,39:03.4,49:03.4,2.91
12490,8490,Amit Singh,31:03.4,39:03.4,2.52
12491,8491,Divya Rao,49:03.4,59:03.4,9.25
12492,8492,Rahul Jain,57:03.4,10:03.4,9.05
12493,8493,Divya Rao,23:03.4,46:03.4,3.04
12494,8494,Divya Rao,41:03.4,49:03.4,4.15
12495,8495,Amit Singh,43:03.4,56:03.4,3.56
12496,8496,Rahul Jain,45:03.4,08:03.4,9.54
12497,8497,Vikram Verma,29:03.4,47:03.4,9.25
12498,8498,Sneha Patil,06:03.4,16:03.4,9.55
12499,8499,Divya Rao,50:03.4,03:03.4,2.52
12500,8500,Simran Kaur,44:03.4,07:03.4,9.2
12501,8501,Rohit Sharma,20:03.4,28:03.4,3.37
12502,8502,Divya Rao,51:03.4,09:03.4,9.58
12503,8503,Divya Rao,17:03.4,27:03.4,7.02
12504,8504,Divya Rao,20:03.4,28:03.4,5.07
12505,8505,Sneha Patil,13:03.4,36:03.4,4.12
12506,8506,Amit Singh,39:03.4,49:03.4,3.98
12507,8507,Arjun Nair,02:03.4,12:03.4,5.05
12508,8508,Vikram Verma,33:03.4,41:03.4,8.86
12509,8509,Rahul Jain,47:03.4,00:03.4,9.64
12510,8510,Divya Rao,13:03.4,21:03.4,4.2
12511,8511,Karan Mehta,11:03.4,19:03.4,2.25
12512,8512,Simran Kaur,37:03.4,50:03.4,9.41
12513,8513,Vikram Verma,35:03.4,45:03.4,6.23
12514,8514,Amit Singh,12:03.4,30:03.4,8.98
12515,8515,Rohit Sharma,28:03.4,41:03.4,9.83
12516,8516,Amit Singh,07:03.4,20:03.4,5.11
12517,8517,Sneha Patil,43:03.4,01:03.4,7.36
12518,8518,Rahul Jain,55:03.4,03:03.4,4.01
12519,8519,Rohit Sharma,16:03.4,39:03.4,9.52
12520,8520,Priya Das,46:03.4,54:03.4,6.2
12521,8521,Simran Kaur,15:03.4,23:03.4,2.19
12522,8522,Sneha Patil,43:03.4,56:03.4,2.3
12523,8523,Arjun Nair,11:03.4,19:03.4,3.14
12524,8524,Simran Kaur,24:03.4,34:03.4,9.33
12525,8525,Sneha Patil,27:03.4,40:03.4,2.96
12526,8526,Vikram Verma,44:03.4,07:03.4,7.09
12527,8527,Amit Singh,49:03.4,57:03.4,8.67
12528,8528,Priya Das,13:03.4,26:03.4,9.96
12529,8529,Priya Das,25:03.4,35:03.4,8.43
12530,8530,Arjun Nair,45:03.4,55:03.4,6.71
12531,8531,Sneha Patil,44:03.4,57:03.4,9.85
12532,8532,Karan Mehta,25:03.4,33:03.4,6.01
12533,8533,Arjun Nair,26:03.4,49:03.4,5.83
12534,8534,Sneha Patil,00:03.4,23:03.4,8.69
12535,8535,Karan Mehta,38:03.4,46:03.4,6.38
12536,8536,Amit Singh,35:03.4,43:03.4,6.55
12537,8537,Priya Das,31:03.4,44:03.4,3.65
12538,8538,Arjun Nair,42:03.4,00:03.4,2.15
12539,8539,Rohit Sharma,44:03.4,57:03.4,6.65
12540,8540,Vikram Verma,04:03.4,17:03.4,1.57
12541,8541,Simran Kaur,28:03.4,51:03.4,8.1
12542,8542,Simran Kaur,11:03.4,24:03.4,3.02
12543,8543,Vikram Verma,25:03.4,38:03.4,3.12
12544,8544,Priya Das,09:03.4,17:03.4,3.22
12545,8545,Divya Rao,22:03.4,32:03.4,3.87
12546,8546,Divya Rao,03:03.4,26:03.4,9.64
12547,8547,Rahul Jain,46:03.4,54:03.4,4.07
12548,8548,Divya Rao,22:03.4,40:03.4,6.94
12549,8549,Karan Mehta,09:03.4,32:03.4,7.22
12550,8550,Sneha Patil,46:03.4,09:03.4,7.93
12551,8551,Vikram Verma,51:03.4,14:03.4,6.71
12552,8552,Simran Kaur,49:03.4,02:03.4,4.48
12553,8553,Vikram Verma,18:03.4,36:03.4,5.7
12554,8554,Sneha Patil,31:03.4,49:03.4,5.16
12555,8555,Simran Kaur,44:03.4,54:03.4,5.94
12556,8556,Simran Kaur,49:03.4,57:03.4,7.19
12557,8557,Karan Mehta,30:03.4,38:03.4,3.67
12558,8558,Vikram Verma,26:03.4,36:03.4,3.49
12559,8559,Divya Rao,34:03.4,57:03.4,1.64
12560,8560,Rohit Sharma,00:03.4,23:03.4,6.07
12561,8561,Vikram Verma,28:03.4,38:03.4,2.86
12562,8562,Karan Mehta,48:03.4,58:03.4,9.81
12563,8563,Arjun Nair,49:03.4,59:03.4,7.69
12564,8564,Simran Kaur,14:03.4,37:03.4,2.27
12565,8565,Rohit Sharma,06:03.4,16:03.4,1.82
12566,8566,Rahul Jain,05:03.4,15:03.4,2.15
12567,8567,Divya Rao,34:03.4,42:03.4,6.31
12568,8568,Sneha Patil,50:03.4,13:03.4,9.16
12569,8569,Amit Singh,11:03.4,21:03.4,8.65
12570,8570,Arjun Nair,31:03.4,49:03.4,5.37
12571,8571,Karan Mehta,57:03.4,05:03.4,2.23
12572,8572,Amit Singh,14:03.4,27:03.4,7.67
12573,8573,Rohit Sharma,59:03.4,12:03.4,9.84
12574,8574,Rohit Sharma,09:03.4,27:03.4,3.42
12575,8575,Rahul Jain,16:03.4,26:03.4,4.54
12576,8576,Amit Singh,38:03.4,46:03.4,5.88
12577,8577,Amit Singh,40:03.4,58:03.4,6.46
12578,8578,Rahul Jain,20:03.4,28:03.4,4.48
12579,8579,Karan Mehta,29:03.4,37:03.4,6.21
12580,8580,Vikram Verma,53:03.4,16:03.4,2.32
12581,8581,Simran Kaur,03:03.4,11:03.4,4.05
12582,8582,Arjun Nair,43:03.4,56:03.4,5.18
12583,8583,Simran Kaur,51:03.4,09:03.4,2.28
12584,8584,Amit Singh,41:03.4,04:03.4,8.18
12585,8585,Vikram Verma,34:03.4,52:03.4,1.67
12586,8586,Vikram Verma,51:03.4,04:03.4,1.8
12587,8587,Rahul Jain,50:03.4,58:03.4,6.03
12588,8588,Karan Mehta,17:03.4,27:03.4,8.38
12589,8589,Arjun Nair,36:03.4,59:03.4,2.65
12590,8590,Divya Rao,02:03.4,10:03.4,6.05
12591,8591,Rahul Jain,28:03.4,38:03.4,4.86
12592,8592,Vikram Verma,44:03.4,02:03.4,8.72
12593,8593,Karan Mehta,12:03.4,35:03.4,4.02
12594,8594,Amit Singh,20:03.4,33:03.4,9.09
12595,8595,Priya Das,52:03.4,00:03.4,2.93
12596,8596,Priya Das,09:03.4,19:03.4,3.59
12597,8597,Vikram Verma,24:03.4,47:03.4,8.67
12598,8598,Divya Rao,45:03.4,58:03.4,5.12
12599,8599,Vikram Verma,47:03.4,55:03.4,5.36
12600,8600,Rahul Jain,59:03.4,22:03.4,1.98
12601,8601,Priya Das,26:03.4,36:03.4,3.23
12602,8602,Rohit Sharma,38:03.4,51:03.4,7.27
12603,8603,Sneha Patil,44:03.4,52:03.4,9.18
12604,8604,Arjun Nair,19:03.4,29:03.4,3.75
12605,8605,Rohit Sharma,32:03.4,40:03.4,7.25
12606,8606,Sneha Patil,11:03.4,29:03.4,5.21
12607,8607,Rahul Jain,48:03.4,58:03.4,2.89
12608,8608,Priya Das,25:03.4,48:03.4,2.27
12609,8609,Rahul Jain,29:03.4,47:03.4,8.46
12610,8610,Sneha Patil,20:03.4,33:03.4,3.26
12611,8611,Amit Singh,02:03.4,25:03.4,2.32
12612,8612,Rahul Jain,02:03.4,10:03.4,4.76
12613,8613,Rahul Jain,56:03.4,06:03.4,5.53
12614,8614,Sneha Patil,15:03.4,33:03.4,2.13
12615,8615,Divya Rao,32:03.4,40:03.4,9.98
12616,8616,Arjun Nair,52:03.4,15:03.4,8.07
12617,8617,Karan Mehta,09:03.4,22:03.4,7.26
12618,8618,Karan Mehta,13:03.4,23:03.4,8.5
12619,8619,Arjun Nair,10:03.4,20:03.4,7.53
12620,8620,Arjun Nair,51:03.4,59:03.4,4.07
12621,8621,Amit Singh,37:03.4,45:03.4,9.89
12622,8622,Sneha Patil,43:03.4,56:03.4,4.79
12623,8623,Simran Kaur,08:03.4,26:03.4,3.76
12624,8624,Rohit Sharma,04:03.4,17:03.4,5.22
12625,8625,Arjun Nair,24:03.4,47:03.4,8.06
12626,8626,Simran Kaur,44:03.4,54:03.4,1.99
12627,8627,Divya Rao,31:03.4,44:03.4,5.42
12628,8628,Rahul Jain,52:03.4,02:03.4,8.32
12629,8629,Vikram Verma,58:03.4,11:03.4,6.39
12630,8630,Rohit Sharma,24:03.4,47:03.4,4.19
12631,8631,Amit Singh,30:03.4,43:03.4,9.19
12632,8632,Rahul Jain,33:03.4,51:03.4,4.24
12633,8633,Vikram Verma,37:03.4,00:03.4,9.38
12634,8634,Divya Rao,26:03.4,36:03.4,9.02
12635,8635,Vikram Verma,12:03.4,35:03.4,7.77
12636,8636,Rohit Sharma,25:03.4,48:03.4,4.81
12637,8637,Karan Mehta,09:03.4,22:03.4,5.77
12638,8638,Vikram Verma,27:03.4,45:03.4,4.24
12639,8639,Rohit Sharma,19:03.4,29:03.4,2.94
12640,8640,Karan Mehta,42:03.4,55:03.4,8.42
12641,8641,Rohit Sharma,35:03.4,53:03.4,4.96
12642,8642,Sneha Patil,36:03.4,54:03.4,7.16
12643,8643,Rahul Jain,17:03.4,35:03.4,2.37
12644,8644,Divya Rao,20:03.4,28:03.4,2.6
12645,8645,Simran Kaur,41:03.4,59:03.4,2.97
12646,8646,Sneha Patil,57:03.4,20:03.4,5.06
12647,8647,Priya Das,24:03.4,34:03.4,2.53
12648,8648,Arjun Nair,41:03.4,51:03.4,7.5
12649,8649,Priya Das,25:03.4,38:03.4,5.13
12650,8650,Priya Das,17:03.4,27:03.4,1.68
12651,8651,Divya Rao,32:03.4,55:03.4,2.72
12652,8652,Sneha Patil,20:03.4,38:03.4,7.69
12653,8653,Divya Rao,30:03.4,38:03.4,5.81
12654,8654,Simran Kaur,23:03.4,31:03.4,4.57
12655,8655,Sneha Patil,01:03.4,24:03.4,9.98
12656,8656,Sneha Patil,37:03.4,55:03.4,9.02
12657,8657,Priya Das,21:03.4,39:03.4,5.32
12658,8658,Arjun Nair,00:03.4,23:03.4,7.48
12659,8659,Priya Das,37:03.4,47:03.4,3.11
12660,8660,Rohit Sharma,58:03.4,11:03.4,8.84
12661,8661,Priya Das,22:03.4,45:03.4,6.55
12662,8662,Priya Das,43:03.4,53:03.4,3.03
12663,8663,Sneha Patil,23:03.4,46:03.4,9.72
12664,8664,Vikram Verma,52:03.4,02:03.4,6.04
12665,8665,Rohit Sharma,59:03.4,09:03.4,5.06
12666,8666,Rohit Sharma,40:03.4,50:03.4,5.06
12667,8667,Sneha Patil,41:03.4,59:03.4,6.58
12668,8668,Divya Rao,17:03.4,25:03.4,4.85
12669,8669,Karan Mehta,33:03.4,46:03.4,3.11
12670,8670,Priya Das,51:03.4,09:03.4,5.64
12671,8671,Sneha Patil,33:03.4,46:03.4,6.39
12672,8672,Karan Mehta,55:03.4,03:03.4,7.23
12673,8673,Simran Kaur,10:03.4,33:03.4,7.67
12674,8674,Sneha Patil,52:03.4,10:03.4,5.15
12675,8675,Rohit Sharma,33:03.4,51:03.4,8.58
12676,8676,Amit Singh,55:03.4,13:03.4,3.19
